,date,content,retweetCount,coordinates
408,2021-12-12 16:55:15+00:00,Paris scintille ! ✨😍💙 https://t.co/PgEan4wSgt,0,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
409,2021-12-12 15:28:54+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/Q4RPB8JxbN,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
410,2021-12-12 12:19:57+00:00,La nouvelle eau bénite … à Ville de Paris https://t.co/69Iwt35V3t,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
411,2021-12-12 12:19:09+00:00,#josephinebaker à Ville de Paris https://t.co/CW5aUarR5e,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
412,2021-12-12 09:03:30+00:00,La terre n’est pas assez ronde #hoteldeville #paris #monmanegeamoi à Hôtel de ville de Paris https://t.co/1cneNcGyPk,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
413,2021-12-11 19:24:43+00:00,"Grey rainy  day at the hotel de ville, , Paris, with a bright light-twinkling carousel right in front. @ Hôtel de ville de Paris https://t.co/tZqX1x8HWW",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
414,2021-12-11 18:51:30+00:00,iPhone 13 Pro Cinematic #mobilefilmmaking #iPhone13Pro #iPhoneCinematic #paris #cinematic https://t.co/whOsplWG7T,0,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
415,2021-12-11 17:33:47+00:00,Mes images du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/qe6U4LM5R5,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
416,2021-12-11 16:57:52+00:00,"There is a Christmas Market (@ Place de l'Hôtel de Ville – Esplanade de la Libération in Paris, Île-de-France) https://t.co/ALa0oe9YVd",0,"{'longitude': 2.35165618, 'latitude': 48.85701}"
417,2021-12-11 10:23:58+00:00,"Extérieur Nuit [3-3]
{ Hekla / Bream / Triple Crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/nfpy42n4IB",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
418,2021-12-11 10:18:27+00:00,Mode #Portrait ou portraits de #mode …. #mannequin à Ville de Paris https://t.co/ORoxH9xddz,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
419,2021-12-11 10:10:47+00:00,Vient de publier une photo à Ville de Paris https://t.co/0AG5bzZ8iu,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
420,2021-12-10 19:09:33+00:00,Petite photo en passant et bon week-end 🙂. #PhotoFriday #Paris https://t.co/HK0dVHX8k6,0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
421,2021-12-10 18:05:45+00:00,Vient de publier une photo à Ville de Paris https://t.co/r2T2VkarRF,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
422,2021-12-10 17:35:51+00:00,@SportandCitizen + @FondationFIER à l’hôtel de ville de Paris ce soir ✨ https://t.co/kXGFgouKej,1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
423,2021-12-10 17:18:08+00:00,"Quel symbole de recevoir au Conseil de #Paris, cœur de la #démocratie citoyenne, en cette Journée internationale des droits de l'homme #JIDH, les citoyennes et citoyens d'honneur de @Paris distingués par @Anne_Hidalgo pour le 20ème anniversaire de la #Citoyenneté d’Honneur. https://t.co/NEQj7jtV7q",3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
424,2021-12-10 16:23:02+00:00,Avec @carine_rolland nous avons pu parcourir l’expo de la photographe  @villegas49 actuellement en place sur les grilles de l’hdv à @Paris! Son travail sur la natation synchronisée est remarquable et très réussi. Un lien fort entre la culture &amp; le sport à découvrir rue de rivoli https://t.co/0hAo6MztMm,4,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
425,2021-12-10 15:40:46+00:00,"Jean Jouzel, climatologue et ancien vice-président du #GIEC, s’exprime devant notre conférence pour nous rappeler l’urgence à agir pour défendre notre biodiversité, « citoyenne » d’honneur de @Paris.

#DroitsHumains et protection de l’environnement sont intimement liés. https://t.co/YtexQlXBCN",7,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
426,2021-12-10 15:17:35+00:00,"En cette journée internationale des #DroitsHumains, nous accueillons une grande conférence internationale sur le sujet en présence des Citoyennes et Citoyens d’Honneur de @Paris qui nous livrent des témoignages particulièrement forts. https://t.co/PGKwnuV2lu",8,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
427,2021-12-10 11:41:01+00:00,"Immense honneur d’accueillir les Citoyennes et Citoyens d’honneur de la Ville de @Paris avant un déjeuner avec @Anne_Hidalgo et les associations de défense de #DroitsHumains @amnestyfrance @fidh_fr @RSF_inter.

Leurs témoignages forcent le respect. https://t.co/UyABVZ7Fqt",11,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
428,2021-12-10 10:45:02+00:00,"#Carpool #Paris -&gt; #London Hello, 
I am looking for someone who could accept me in Carpooling with my dog, at the end of December or early January. 

Thank  https://t.co/HRIhTSi4x6",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
429,2021-12-10 09:45:02+00:00,#Carpool #Paris -&gt; #Strasbourg rideshare #splitcosts https://t.co/OZhoJabIRy,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
430,2021-12-09 19:37:13+00:00,"Ay..! 
.
. @ Hôtel de ville de Paris https://t.co/qLccUzwtbd",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
431,2021-12-09 17:05:29+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir #sainteustache à Ville de Paris https://t.co/cyYNgR9V0C,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
432,2021-12-09 15:55:11+00:00,"Extérieur Nuit [1-3]
{ Hekla / Bream / Triple Crown }
#hipstamatic #parisjetaime @ Ville de Paris https://t.co/7sStPcH3bq",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
433,2021-12-08 17:49:39+00:00,"Très belle rencontre avec Nadia Gortzounian, Présidente de @agbu #France et @agbueurope. Nous avons discuté de projets en matière de santé, du soutien de la Ville de @Paris à la communauté arménienne et de l'inauguration de l'Esplanade d'#Arménie ce vendredi 10 décembre. https://t.co/x9c9GXAtv2",9,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
434,2021-12-08 16:03:16+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/MS1O9goJ7v,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
435,2021-12-07 17:37:12+00:00,"@Guill_Durand explique à la 1ère chaîne de télé coréenne comment Paris transforme ses espaces publics pour lutter contre les pollutions (aménagements piétons, bus, plan vélo, végétalisation, 30km/h, réduction du stationnement, rues aux écoles...) https://t.co/ePpggiD9Oj",1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
436,2021-12-07 10:56:29+00:00,Vient de publier une photo à Ville de Paris https://t.co/7Bkb2dsItJ,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
437,2021-12-07 09:25:44+00:00,Bonjour Paris… 🇫🇷 https://t.co/8NnQurjZ8b,4,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
438,2021-12-07 08:38:20+00:00,Vient de publier une photo à Ville de Paris https://t.co/5tCP7kqd6Y,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
439,2021-12-06 16:53:08+00:00,"Soirée dédiée au #benevolat, #Paris  je m’engage.
Montage de notre arbre à souhaits On vous attend à partir de 18h pour déposer le vôtre ! Déjà de nombreux vœux exprimés par les #benevoles inscrits sur notre site en 2021.
#solidarite #environnement #Handicap #seniors #education https://t.co/AqED1O65aN",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
440,2021-12-06 15:23:47+00:00,L’échange des signatures entre @Anne_Hidalgo et @AltayKulginov dans la salle du Conseil de @Paris en présence de l'Ambassadeur @KZEmbassyFR Jean Galiev et de @carine_rolland marque officiellement la collaboration culturelle entre @Paris et @nursultanakimat. https://t.co/eup5eYhT7J,3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
441,2021-12-05 20:05:40+00:00,"Festa Galo na @lecoqsportif em Paris
-
#eogaloganhou #galo #euacredito #lecoq #campeaobrasil2021 à Hôtel de ville de Paris https://t.co/xSWkbyFA1P",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
442,2021-12-05 16:06:03+00:00,Vient de publier une photo à Ville de Paris https://t.co/hSPTfDyzSF,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
443,2021-12-05 12:47:11+00:00,Nuit á Paris 2 @ Ville de Paris https://t.co/nLuB04EWSN,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
444,2021-12-05 11:29:14+00:00,Le reflet du jour… #velib à Ville de Paris https://t.co/kYnHk5kbaB,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
445,2021-12-05 02:34:35+00:00,"We're hiring! Read about our latest job opening here: Enterprise Sales Manager Employee Experience- EMEA South - https://t.co/kmgOgQvWkJ #Sales #Paris, Île-de-France",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
446,2021-12-04 19:56:48+00:00,"Petite vidéo des illuminations de Noël à la mairie de Paris 🎄✨

Je suis fan 🤩

#ParisScintille #Christmas2021 #noel2021 #Noel #christmasflow #Christmas #Paris https://t.co/gFB50xI6rW",2,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
447,2021-12-04 18:34:01+00:00,"Le père Noël aussi à le droit à un petit remontant 🎅🏼🍷✨

#PereNoel #ChristmasFlow #Christmas2021 #Paris #Noel https://t.co/0L2FHQ7fjY",4,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
448,2021-12-04 18:29:40+00:00,"Les décorations à l’Hôtel de ville de Paris sont absolument féeriques 🤩 

#ParisScintille #Paris #Christmas #Noel2021 #Noel #Christmas2021 #ChristmasFlow https://t.co/rhdgErqQRB",2,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
449,2021-12-04 16:27:18+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/wElDyr6uo8,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
450,2021-12-04 13:02:15+00:00,Les amoureux du Louvre…. à Ville de Paris https://t.co/oPmEY5NbDW,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
451,2021-12-04 12:59:45+00:00,Reflets aux Tuileries… à Ville de Paris https://t.co/h8upKaskmL,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
452,2021-12-04 12:57:56+00:00,Perspective aux Tuileries… à Ville de Paris https://t.co/Pil8X928xF,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
453,2021-12-04 12:57:03+00:00,Aux Tuileries…. à Ville de Paris https://t.co/ky2fo29m39,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
454,2021-12-04 12:56:21+00:00,Les grands magasins 🏬…. à Ville de Paris https://t.co/6ZjxlAz1h7,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
455,2021-12-04 10:31:19+00:00,"Out of the blue [3-3]
{Chamorro / Lite / TC }
#parisjetaime #hisptamatic @ Ville de Paris https://t.co/8t03BE8gRR",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
456,2021-12-04 10:13:33+00:00,Un soir …. Église St. Roch ⛪️ à Ville de Paris https://t.co/aWEejzIh5v,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
457,2021-12-04 10:10:40+00:00,Un soir au Palais Royal 👑 …. à Ville de Paris https://t.co/jBjFcLGHaO,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
458,2021-12-04 10:08:08+00:00,Café ☕️… à Ville de Paris https://t.co/5u3nFf8npe,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
459,2021-12-04 00:15:02+00:00,"Garde républicaine 
本部はサンルイ島とバスティーユの間（boulevard Henri IV）にあります。
#フランス　#パリ　#騎馬隊　#garderepublicaine #cheval #chevaux #henriiv 場所: Ville de Paris https://t.co/nkOdwW6l3t",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
460,2021-12-03 16:23:51+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/TIiqcBrNT2,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
461,2021-12-03 13:06:05+00:00,"Out of the blue [2-3]
{ Hagatna / Lite / TC }
#parisjetaime #hisptamatic @ Ville de Paris https://t.co/Fcn67sVxrS",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
462,2021-12-02 18:25:07+00:00,"Carrusel
#carrusel #hoteldevilleparis #paris #parisjetaime #blackandwhite #france #winter à Hôtel de ville de Paris https://t.co/AAbI7wiXd2",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
463,2021-12-02 16:00:10+00:00,"Out of the blue [1-3]
{ Hagatna / Lite / TC }
#parisjetaime #hisptamatic @ Ville de Paris https://t.co/S9gJSjH79t",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
464,2021-12-01 18:23:57+00:00,"Vivement que les décorations de Noël devant la mairie de Paris soient terminées 🤩 

#Paris #noel2021 #Christmas2021 #Noel https://t.co/j2OsOpfw7G",0,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
465,2021-12-01 10:21:58+00:00,Acaba de publicar una foto en Ville de Paris https://t.co/GpZDvEUWm9,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
466,2021-11-30 17:55:33+00:00,"#ForumZeroCarbone 2021: Jean-Charles Bourlier évoque les travaux menés avec l @__Apur__ et l'Agence Parisienne du climat pour lutter contre les îlots de chaleur parisiens avec le réseau de froid @Climespace .

#AuCoeurdesTerritoires @ENGIEgroup @AparisClimat @Paris https://t.co/rh6epGHVXP",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
467,2021-11-30 15:42:32+00:00,Mon image d’un soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/a1f38flNSo,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
468,2021-11-30 15:05:46+00:00,"« #Climespace filiale d’@ENGIEgroup contribue à limiter l’effet d’îlot de chaleur, problématique bien connue dans les grandes villes comme @Paris. Végétaliser et dvper les réseaux de froid urbain sont des solutions très efficaces. » Jean-Charles Bourlier #ForumZeroCarbone https://t.co/uYXUidoERo",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
469,2021-11-30 14:08:19+00:00,"Ravie de retrouver les beaux salons de l'HdV @Paris lors de rencontres au combien nécessaires sur le #ZeroCarbone .Ici,table ronde sur le #numerique comme outil de pilotage de la ville decarbonée avec @VECTUEL @orange @Ardian @IDATEDigiWorld @LaTribuneEvents CC @CapgeminiInvent https://t.co/TtcMjj46ZU",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
470,2021-11-30 13:14:18+00:00,Forum zéro carbone @paris_maville  @teameventsolidarite  @andre_benamou   #leadtechclub101  #greentech à Hôtel de ville de Paris https://t.co/1BN1jEtwvN,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
471,2021-11-30 11:16:12+00:00,"L'urgence climatique est aussi une urgence sociale:
Comment accompagner les transitions nécessaire?
#ForumZérocarbone á l'hotel de ville de Paris.

#SobrieteEnergetique https://t.co/vZz572dcye",0,"{'longitude': 2.3528820276260376, 'latitude': 48.856507905992295}"
472,2021-11-30 08:44:38+00:00,Ouverture du #ForumZéroCarbone à l’Hôtel de Ville de @Paris par @jc_tortora et @Anne_Hidalgo. Merci aux équipes de @LaTribune et de @France_urbaine pour l’organisation de cette journée utile pour continuer d’agir localement et concrètement face aux défis climatiques ! 👏🏻💭💚 https://t.co/HuMy62Lcxt,3,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
473,2021-11-28 17:02:45+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/ltGjIKyXAI,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
474,2021-11-27 18:59:11+00:00,Paris 2021. à Ville de Paris https://t.co/BqLS9Zc3Bi,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
475,2021-11-27 18:45:05+00:00,"#hoteldevilleparis #paris2024
2021-11-27 à Hôtel de ville de Paris https://t.co/Hb6UswrQrv",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
476,2021-11-27 18:44:21+00:00,"#hoteldevilleparis #paris2024
2021-11-27 à Hôtel de ville de Paris https://t.co/fOrifWdyAn",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
477,2021-11-27 18:43:43+00:00,"#hoteldevilleparis #paris2024
2021-11-27 à Hôtel de ville de Paris https://t.co/8bjAXm8Pvt",0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
478,2021-11-27 16:15:27+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/9lyB0b1KNr,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
479,2021-11-27 15:33:29+00:00,Vient de publier une photo à Hôtel de ville de Paris https://t.co/SkIh83X60W,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
480,2021-11-27 09:16:06+00:00,"Night Shift [ 3-3 ]
{ Khun Lo / Vientiane / RedEyeGel }
{ Hagåtña / Lite }
#hipstamatic #redisthenewblack @ Ville de Paris https://t.co/jtIT0ipUWR",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
481,2021-11-27 07:27:57+00:00,Mon image du jour  ... Bonne journée 📷 @villederueil 📱 #imagedujour ☔️🌧 à Ville de Paris https://t.co/z1vr9tvdur,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
482,2021-11-26 21:42:10+00:00,PARIS🇫🇷 https://t.co/9G8i1QR4rE,1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
483,2021-11-26 14:42:10+00:00,I found a pet shop. @ Hôtel de ville de Paris https://t.co/bV3KAOI2bb,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
484,2021-11-26 09:08:10+00:00,"Night Shift [ 2-3 ]
{ Hagåtña / Lite }
#hipstamatic #redisthenewblack @ Ville de Paris https://t.co/tAwkZHt7vo",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
485,2021-11-26 00:47:01+00:00,2H du matin. à Ville de Paris https://t.co/T8UTvJ8Zf4,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
486,2021-11-25 23:46:29+00:00,Vient de publier une photo à Ville de Paris https://t.co/DCrk97Y4uT,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
487,2021-11-25 10:24:48+00:00,By by #paris @ Ville de Paris https://t.co/4o3uS5Suiu,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
488,2021-11-25 07:46:40+00:00,"Night Shift [ 1-3 ]
{ Hagåtña / Lite }
#hipstamatic #redisthenewblack @ Ville de Paris https://t.co/Xt3dhcBewb",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
489,2021-11-24 21:28:31+00:00,Paris 2021.! à Ville de Paris https://t.co/yrNRn3vLFi,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
490,2021-11-24 18:30:20+00:00,"Le jury FLUCTUAT s'est ainsi réuni heureusement en salle JEANNE LALOË , du nom de la première femme candidate aux élections municipales de Paris en 1908 cc @DorineBregman 👏👏 https://t.co/UmX1wgJbfi",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
491,2021-11-24 16:15:59+00:00,"Ouverture des 26èmes États Généraux d’@ElusContreSida par @JeanLucRomero et @annesouyris à l’Hôtel de Ville de @Paris en présence de nombreux élu.e.s https://t.co/ooHOiu1zyp dans la lutte contre le VIH/sida. Plus que jamais, le #sida se soigne aussi par la politique !🎗✊🏻 https://t.co/vRk9rmEaC5",6,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
492,2021-11-24 15:41:31+00:00,#paris #holiday #travel ❤ #french @ Ville de Paris https://t.co/tyYNBvSpmk,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
493,2021-11-24 11:25:00+00:00,Ce plan s’appuie sur une étude préalable de la Ville de @Paris réalisée par la @MMPCR_75_93 réalisée cet été pour dresser un état des lieux des ressources existantes et des manques sur la question du #chemsex. https://t.co/o7q4rxaNbv,0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
494,2021-11-23 19:16:53+00:00,"Not Burdigala [3-3]
{Marylou 1922 / Bream / Triple Crown}
#hipstamatic #bordeauxmavillle @ Ville de Paris https://t.co/lFxTzLlAcD",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
495,2021-11-23 17:38:16+00:00,#paris #travel #holiday ❤ #france @ Hôtel de ville de Paris https://t.co/a9YOC1xxnO,1,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
496,2021-11-23 17:15:41+00:00,"Cérémonie des 12e Trophées de l'#ESS de la ville de @Paris, secteur “de plus en plus lié à l'#economiecirculaire“ selon @f_letissier https://t.co/FiC2FNPc7P",1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
497,2021-11-23 16:41:31+00:00,Apolline Bodin #etudiantE #EPSAA explique le processus de #création de son #affiche contre le #sexisme ~ lors de la 7e journée de l’observatoire parisien des violences faites aux #femmes @Paris @Helenebidard @MCLemardeley @CSexisme @Fondationfemmes https://t.co/AhxW6Th0Dl,0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
498,2021-11-23 09:02:56+00:00,昨夜Fabriqué à Paris (Made in Paris)のラベルの授与式に行ってきた。パリの市庁舎の中は滅多に入る機会がないので良い体験でした。シャンパンも沢山飲めたし🥂 https://t.co/6NGX21SW6q,16,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
499,2021-11-23 08:43:34+00:00,#paris #travel #holiday @kkitapcioglu @emreozkn90 ❤ @ Hôtel de ville de Paris https://t.co/FIIYXGJhQv,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
500,2021-11-22 17:39:19+00:00,"Réception du label ''Fabriqué à Paris'' pour Les Georges Brassin par @OliviaPolski, fiers de recevoir ce label 1 an après l'ouverture de notre micro-brasserie #paris17 #epinettes #batignolles #bieres #craftbeer #bierelocale https://t.co/i0OvvG2FM7",0,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
501,2021-11-22 12:15:57+00:00,Vient de publier une photo à Ville de Paris https://t.co/ODVOrRYe94,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
502,2021-11-22 12:07:19+00:00,"🙏🏻Merci à l’accueil de @JeanLucRomero Adjoint @Anne_Hidalgo Mme le Maire de @Paris, en charge des droits humains, de l’intégration et de la lutte contre les discriminations, @michelgellyp et @karen_taieb pour aborder le projet journée annuelle #MireilleKnoll et ceux de l’asso. 🇫🇷 https://t.co/SGCQXapN1l",16,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
503,2021-11-22 11:49:02+00:00,Échanges riches avec @Daniel_Knoll_mk et @AllanKNOLL1 de l’@AssoMireilleK aux côtés de ma collègue @karen_taieb pour évoquer l’action de @Paris et ce que nous pourrions entreprendre en matière de lutte et de prévention de l’antisémitisme. https://t.co/mMqRfV4Bkb,22,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
504,2021-11-21 17:07:16+00:00,Vient de publier une photo à Ville de Paris https://t.co/DkyWlz32HV,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
505,2021-11-21 16:29:45+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/5LR8rjMIaS,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
506,2021-11-21 12:46:08+00:00,Fantômes sur les quais…. à Ville de Paris https://t.co/fHH1awkYlp,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
507,2021-11-21 12:39:17+00:00,Balade sur les quais … à Ville de Paris https://t.co/SsiwiseDd3,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
508,2021-11-21 12:35:21+00:00,#Manifestation 🇫🇷 à Ville de Paris https://t.co/7S1x71puTi,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
509,2021-11-21 09:47:25+00:00,Foto appena pubblicata @ Ville de Paris https://t.co/TU9TYZmYOH,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
510,2021-11-21 09:10:06+00:00,"Couleurs et N&amp;B à la @ratp  
#metro #ratp à Ville de Paris https://t.co/I06hbRWcn0",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
511,2021-11-20 19:01:34+00:00,Been to museum and gorgeous places in Paris (2) @ Gorges V https://t.co/sGHhq9IvT3,0,"{'longitude': 2.3522669, 'latitude': 48.85702341}"
512,2021-11-20 18:11:15+00:00,Mon image du soir ... Bonsoir 📷📲 @paris_maville 👈🏻 #imagedusoir à Ville de Paris https://t.co/AToXro6AK2,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
513,2021-11-20 16:38:49+00:00,"Sous les #pavés, un #délice
😋🥄

#ttbon #instagourmand #desserts #gourmandise #patisserie #croquantgourmand à Ville de Paris https://t.co/rKviG8A3o8",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
514,2021-11-20 15:30:23+00:00,"[LIVE 🚨] En direct de l'hôtel de ville de Paris pour la Course des Lumières. @institut_curie 
La team #Softeam est prête ! https://t.co/OskzHAOG6t",1,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
515,2021-11-20 13:07:53+00:00,Chat va 🐱 à Ville de Paris https://t.co/HcxS9Gf2bc,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
516,2021-11-20 13:05:03+00:00,Façade parisienne … à Ville de Paris https://t.co/LnTLo7iwyZ,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
517,2021-11-20 13:04:22+00:00,Balade au Palais Royal 👑 à Ville de Paris https://t.co/CMB54ms0pW,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
518,2021-11-20 11:50:49+00:00,Attendre l’ouverture…. à Ville de Paris https://t.co/HFKqopeve9,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
519,2021-11-20 11:49:40+00:00,Le bouquiniste 📕 à Ville de Paris https://t.co/3Inu7QgngD,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
520,2021-11-20 11:48:52+00:00,L’automne sur les façades #automne à Ville de Paris https://t.co/J684DCMayY,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
521,2021-11-20 11:06:06+00:00,Chevelue colorée…. à Ville de Paris https://t.co/IUGpsJLur5,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
522,2021-11-20 11:04:55+00:00,"Le reflet du jour ….
#tourdelhorloge à Ville de Paris https://t.co/SxCIkihwa1",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
523,2021-11-20 10:33:11+00:00,Portrait géant …. à Ville de Paris https://t.co/Q5v4oRtbU3,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
524,2021-11-20 10:32:25+00:00,Sous 👇🏻 Bir-Hakeim…. à Ville de Paris https://t.co/S9EHi4NLc4,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
525,2021-11-20 09:45:13+00:00,Juste un regard 👀 à Ville de Paris https://t.co/WxCne9liHB,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
